artists,titles,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Lorde,Royals,0.674,0.428,-9.504,0.122,0.121,0.0,0.132,0.337,84.878,190185.0,6
Cage The Elephant,Rubber Ball,0.431,0.278,-15.634,0.0292,0.802,1.53e-05,0.0752,0.0568,82.053,227787.0,1
Portico Quartet,Ruins,0.549,0.566,-9.545,0.0427,0.617,0.814,0.0762,0.122,109.529,334040.0,5
Ariane Moffatt,Rules of Legal Love,0.484,0.367,-8.425,0.0263,0.254,0.0127,0.0946,0.208,142.348,250920.0,1
Brazilian Girls,Rules Of The Game,0.709,0.846,-8.43,0.0581,0.32,0.00444,0.574,0.219,115.029,282747.0,3
Vampire Weekend,Run,0.636,0.744,-6.504,0.0597,0.0122,0.0459,0.0643,0.804,113.545,232600.0,4
The Beatles,Run For Your Life - Remastered 2009,0.563,0.705,-9.232,0.103,0.0103,0.0,0.0552,0.822,176.732,141093.0,4
Timber Timbre,Run From Me,0.44,0.416,-7.222,0.0322,0.19,0.723,0.11,0.412,101.93,256920.0,5
Pink Floyd,Run Like Hell,0.717,0.499,-15.449,0.0354,0.0233,0.445,0.86,0.419,116.974,263573.0,3
Ed Sheeran,Runaway,0.767,0.449,-7.158,0.0364,0.024,0.000299,0.151,0.908,95.03,205133.0,0
Piano Tribute Players,Running,0.622,0.402,-15.853,0.0486,0.983,0.849,0.0998,0.344,158.076,264507.0,7
Milky Chance,Running,0.642,0.52,-10.287,0.0524,0.663,0.0989,0.0601,0.198,79.013,268000.0,1
WhoMadeWho,Running Man,0.714,0.92,-5.293,0.0655,0.0139,0.0162,0.0559,0.393,116.001,321080.0,6
Hans Zimmer,Running Out,0.471,0.111,-36.28,0.0392,0.978,0.915,0.117,0.369,95.988,117241.0,7
Tame Impala,Runway Houses City Clouds,0.437,0.754,-6.083,0.0505,0.0744,0.0485,0.13,0.344,119.014,435053.0,6
Coldplay,A Rush of Blood to the Head,0.525,0.472,-8.018,0.0255,0.156,4.39e-06,0.29,0.116,138.39,351400.0,2
Family and Friends,Rust and Bone,0.374,0.568,-6.008,0.0327,0.0172,1.22e-06,0.173,0.162,115.983,315000.0,6
Hans Zimmer,S.T.A.Y.,0.12,0.0306,-30.798,0.0468,0.932,0.942,0.073,0.025,191.841,383513.0,7
Cage The Elephant,Sabertooth Tiger,0.154,0.982,-3.133,0.321,5.47e-05,0.923,0.0943,0.102,82.898,171547.0,5
Feist,Sacred Heart,0.78,0.422,-14.554,0.0609,0.838,0.0155,0.0874,0.356,101.178,229373.0,1
Milky Chance,Sadnecessary,0.773,0.541,-10.717,0.0773,0.805,0.0138,0.256,0.441,107.988,297973.0,1
Piano Tribute Players,Sadnecessary,0.642,0.249,-16.801,0.0571,0.994,0.914,0.104,0.207,71.985,210627.0,7
Milky Chance,Sadnecessary,0.757,0.542,-10.674,0.0775,0.796,0.0196,0.265,0.466,107.988,298000.0,1
Broken Bells,Sailing To Nowhere,0.585,0.425,-8.174,0.0302,0.718,0.0581,0.254,0.143,125.928,226067.0,1
Mac DeMarco,Salad Days,0.631,0.859,-5.417,0.0276,0.519,0.926,0.318,0.874,97.729,149194.0,5
Mac DeMarco,Salad Days,0.43,0.771,-7.176,0.0375,0.0876,0.0239,0.121,0.772,201.001,145893.0,2
Purity Ring,Saltkin,0.675,0.862,-5.309,0.0501,0.0765,0.000609,0.364,0.817,124.982,205533.0,4
Jorge Drexler,Salvapantallas,0.707,0.326,-9.174,0.0293,0.723,0.0541,0.119,0.512,133.009,272133.0,1
Macklemore & Ryan Lewis,Same Love (feat. Mary Lambert),0.56,0.475,-9.05,0.173,0.718,2.18e-05,0.0994,0.308,84.899,320035.0,1
Miike Snow,Sans Soleil,0.621,0.487,-6.983,0.0285,0.362,0.507,0.118,0.903,136.008,266960.0,5
Miike Snow,Sans Soleil,0.622,0.484,-7.056,0.0283,0.305,0.546,0.118,0.907,135.994,266960.0,5
Sufjan Stevens,Santa Claus Is Coming To Town,0.662,0.402,-10.118,0.0274,0.723,0.0,0.257,0.392,94.985,160920.0,1
Les Trois Accords,Saskatchewan,0.53,0.443,-8.966,0.0281,0.0153,0.000806,0.114,0.0886,123.985,264827.0,6
WhoMadeWho,Satisfaction,0.752,0.808,-5.537,0.0382,0.00263,0.304,0.182,0.797,132.995,201600.0,4
Anderson East,Satisfy Me - Live from Fame,0.563,0.794,-7.98,0.0291,0.158,0.000679,0.12,0.729,105.603,158414.0,4
The Beatles,Savoy Truffle - Remastered 2009,0.623,0.544,-11.043,0.0536,0.00814,0.309,0.134,0.793,120.761,174467.0,4
The xx,Say Something Loving,0.627,0.721,-7.782,0.0304,0.296,6.41e-05,0.231,0.383,130.08,238373.0,6
Busty and the Bass,Say Who,0.721,0.571,-6.056,0.282,0.627,0.0108,0.0765,0.404,84.102,174600.0,0
John Williams,The Scavenger,0.212,0.0238,-24.511,0.0409,0.955,0.965,0.106,0.0375,68.484,219933.0,7
John Williams,Scherzo for X-Wings,0.37,0.431,-10.02,0.0425,0.787,0.839,0.357,0.327,135.875,152147.0,7
Coldplay,The Scientist,0.557,0.442,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600.0,1
Ariane Moffatt,Se Perdre,0.642,0.634,-8.392,0.029,0.188,0.00469,0.131,0.777,138.005,297280.0,4
George Martin,Sea Of Holes - Remastered 2009,0.249,0.0994,-19.266,0.04,0.959,0.926,0.454,0.0357,118.99,136693.0,7
The National,Sea of Love,0.458,0.825,-6.301,0.0367,0.138,0.88,0.116,0.522,145.997,221440.0,5
George Martin,Sea Of Monsters - Remastered 2009,0.253,0.166,-16.624,0.0346,0.945,0.862,0.135,0.0489,83.971,216693.0,7
George Martin,Sea Of Time - Remastered 2009,0.237,0.096,-20.629,0.0387,0.971,0.0961,0.203,0.0629,128.054,180213.0,7
The Beatles,Searchin' - Anthology 1 Version,0.556,0.713,-6.41,0.0613,0.492,0.0,0.282,0.715,150.239,179680.0,4
Loco Locass,Secondaire,0.829,0.833,-6.275,0.0374,0.0287,1.79e-06,0.0899,0.597,125.015,236362.0,4
Unknown Mortal Orchestra,Secret Xtians,0.753,0.432,-9.033,0.0342,0.238,0.217,0.0889,0.253,89.275,163333.0,6
Hozier,Sedated,0.661,0.592,-5.215,0.027,0.184,1.88e-05,0.102,0.256,86.069,207667.0,6
Damon Albarn,The Selfish Giant,0.622,0.313,-12.668,0.0311,0.797,0.837,0.0976,0.222,114.001,287653.0,7
Cage The Elephant,Sell Yourself,0.353,0.995,-1.23,0.196,0.00147,2.77e-05,0.246,0.283,155.129,131360.0,2
"Earth, Wind & Fire",September,0.697,0.809,-8.197,0.0302,0.114,0.000521,0.183,0.98,125.941,214827.0,4
20syl,Seven Eleven,0.676,0.732,-7.938,0.0974,0.00123,0.888,0.0725,0.715,84.978,208840.0,5
The White Stripes,Seven Nation Army,0.753,0.457,-7.709,0.0767,0.00679,0.484,0.311,0.297,123.913,231800.0,5
Sufjan Stevens,Seven Swans,0.576,0.25,-10.747,0.0336,0.921,0.0721,0.077,0.16,94.649,393347.0,1
Kings of Leon,Sex on Fire,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,203347.0,2
La Roux,Sexotheque,0.794,0.582,-7.393,0.0376,0.0888,0.00107,0.0813,0.718,117.25,258947.0,0
LMFAO,Sexy And I Know It,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,199480.0,0
Brazilian Girls,Sexy Asshole,0.528,0.644,-10.655,0.0407,0.226,0.582,0.0854,0.266,150.996,403387.0,5
The Beatles,Sexy Sadie - Anthology 3 Version,0.576,0.386,-9.971,0.03,0.287,0.0,0.117,0.251,129.894,246587.0,1
The Beatles,Sexy Sadie - Remastered 2009,0.577,0.624,-9.626,0.0285,0.33,0.00622,0.117,0.671,75.478,195267.0,6
Justin Timberlake,SexyBack (feat. Timbaland),0.967,0.583,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0,242733.0,0
The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Reprise,0.607,0.863,-5.469,0.0315,0.00222,0.0167,0.325,0.912,118.472,82084.0,4
The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Reprise / Anthology 2 Version,0.746,0.81,-5.563,0.0452,0.0103,0.00259,0.0391,0.965,119.254,87173.0,4
The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,0.451,0.673,-9.115,0.0734,0.0857,0.00225,0.797,0.583,95.513,122893.0,3
The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,0.316,0.62,-9.866,0.118,0.112,0.00554,0.811,0.63,187.563,122133.0,3
The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,0.653,0.889,-8.006,0.0453,0.0061,0.589,0.892,0.879,118.773,79067.0,3
Cage The Elephant,Shake Me Down,0.457,0.613,-5.756,0.0295,0.00463,0.000441,0.0711,0.132,105.11,211373.0,6
Cage The Elephant,Shake Me Down,0.467,0.604,-5.431,0.0305,0.0038,0.000345,0.0696,0.167,105.166,211387.0,6
WhoMadeWho,Shake Your Boat,0.502,0.365,-14.514,0.0735,0.844,0.139,0.29,0.21,124.973,217027.0,1
WhoMadeWho,Shake Your Boat (Green Version),0.501,0.285,-12.629,0.0283,0.855,0.00152,0.103,0.286,103.553,108493.0,1
Beach Fossils,Shallow,0.258,0.98,-4.384,0.0469,0.000487,0.786,0.214,0.711,167.978,197454.0,5
Ed Sheeran,Shape of You,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,0
The Rolling Stones,Shattered - Remastered,0.738,0.952,-2.752,0.147,0.415,2.2e-05,0.116,0.748,140.395,226800.0,4
The Breeders,The She,0.723,0.42,-13.331,0.0488,0.141,0.363,0.316,0.221,98.665,241307.0,1
The Beatles,She Came In Through The Bathroom Window - Anthology 3 Version,0.718,0.308,-11.324,0.0387,0.183,0.0,0.246,0.473,71.574,216867.0,1
The Beatles,She Came In Through The Bathroom Window - Remastered 2009,0.53,0.72,-8.793,0.0338,0.00376,3.38e-05,0.314,0.69,80.652,118627.0,6
Tame Impala,She Just Won't Believe Me,0.138,0.28,-7.66,0.0368,0.219,0.0204,0.37,0.0752,141.335,57173.0,2
Rita Lee,She Loves You,0.758,0.374,-13.675,0.0392,0.601,0.0197,0.282,0.348,137.045,158160.0,1
The Beatles,"She Loves You - Anthology 1 Version / Live At The Prince Of Wales Theatre, London/1963",0.193,0.923,-5.609,0.124,0.27,0.0,0.163,0.483,151.56,170280.0,2
The Beatles,She Loves You - Live / Remastered,0.357,0.858,-8.421,0.0866,0.192,0.0,0.671,0.478,78.408,191000.0,3
The Beatles,She Loves You - Mono / Remastered,0.377,0.916,-3.199,0.0481,0.26,0.0,0.074,0.912,75.533,140920.0,4
The Beatles,She Loves You - Remastered 2009,0.391,0.883,-5.973,0.0442,0.264,0.0,0.157,0.927,75.442,141333.0,4
The Beatles,She Said She Said - Remastered 2009,0.329,0.678,-7.878,0.0344,0.103,0.168,0.843,0.672,106.476,156040.0,3
Metronomy,She Wants,0.809,0.457,-7.321,0.0432,0.201,0.00698,0.135,0.142,125.116,231387.0,6
Half Moon Run,She Wants to Know,0.572,0.656,-8.35,0.0343,0.0628,0.00952,0.0483,0.372,96.061,251665.0,6
The Jungle Giants,She's a Riot,0.494,0.915,-3.795,0.0583,0.00214,0.0,0.11,0.607,100.133,221493.0,6
The Beatles,"She's A Woman - Live From Nippon Budokan Hall, Tokyo, Japan/1966 / Anthology 2 Version",0.323,0.875,-5.887,0.0676,0.0246,3.04e-05,0.642,0.412,175.55,178520.0,3
The Beatles,She's A Woman - Live / Remastered,0.36,0.882,-8.242,0.0462,0.0072,7.75e-06,0.872,0.538,89.735,192053.0,3
The Beatles,She's A Woman - Remastered 2009,0.72,0.513,-9.217,0.0317,0.367,0.000364,0.0677,0.961,88.628,182880.0,0
The Beatles,She's Leaving Home - Remastered 2009,0.381,0.214,-11.629,0.0337,0.944,0.0,0.106,0.393,127.581,215160.0,1
The Black Keys,She's Long Gone,0.349,0.866,-6.676,0.112,0.0361,0.0406,0.216,0.488,167.951,186000.0,2
Mac DeMarco,She's Really All I Need,0.58,0.592,-8.942,0.0249,0.625,0.779,0.187,0.569,106.238,183920.0,5
The Beatles,The Sheik Of Araby - Anthology 1 Version,0.608,0.811,-6.235,0.0289,0.564,0.0,0.145,0.878,93.986,103187.0,4
The xx,Shelter,0.265,0.377,-15.678,0.0797,0.802,0.536,0.107,0.0621,214.131,270240.0,7
Mac DeMarco,Sherrill,0.546,0.707,-6.541,0.0375,0.0842,0.00311,0.0952,0.54,80.498,149570.0,6
Mac DeMarco,Sherrill,0.361,0.671,-8.373,0.129,0.814,0.802,0.184,0.416,157.29,126013.0,5
Leon Bridges,Shine,0.49,0.491,-10.24,0.0402,0.669,0.0086,0.114,0.482,129.728,217493.0,1
Estelle,Shine,0.722,0.797,-3.035,0.0467,0.00457,0.0,0.231,0.574,131.329,229307.0,4
Pink Floyd,Shine On You Crazy Diamond (Pts. 6-9),0.288,0.485,-13.162,0.0491,0.576,0.9,0.322,0.124,135.87,747325.0,5
Pink Floyd,Shine On You Crazy Diamond (Pts. 1-5),0.264,0.294,-11.941,0.028,0.772,0.686,0.107,0.0402,137.937,811077.0,5
Pink Floyd,"Shine On You Crazy Diamond, Pts. 1-5 - 2011 Remastered Version",0.266,0.294,-11.938,0.0291,0.771,0.697,0.107,0.0397,137.941,811077.0,5
Coldplay,Shiver,0.396,0.803,-6.186,0.0487,0.0334,0.0,0.0688,0.286,116.705,304200.0,6
GoGo Penguin,Shock and Awe,0.347,0.0327,-27.053,0.0352,0.885,0.923,0.601,0.0372,58.523,193253.0,7
Alabama Shakes,Shoegaze,0.559,0.781,-5.337,0.0306,0.00737,0.566,0.129,0.671,117.912,179482.0,5
Bag Raiders,Shooting Stars,0.636,0.72,-6.195,0.0432,0.0893,0.0178,0.0868,0.425,124.944,235813.0,6
Daft Punk,Short Circuit,0.535,0.558,-10.756,0.0741,0.00461,0.824,0.0821,0.215,109.69,206867.0,5
Jack Johnson,Shot Reverse Shot,0.768,0.912,-5.025,0.0839,0.399,0.000145,0.196,0.645,139.16,190427.0,4
Sufjan Stevens,Should Have Known Better,0.571,0.172,-20.7,0.0318,0.979,0.275,0.124,0.297,90.972,307698.0,7
The Beatles,Shout - Anthology 1 Version,0.342,0.822,-5.8,0.145,0.103,0.0,0.105,0.909,127.971,91200.0,4
Pink Floyd,The Show Must Go On,0.571,0.198,-16.919,0.0294,0.435,0.125,0.262,0.326,129.024,96560.0,1
Foxygen,Shuggie,0.467,0.645,-7.614,0.0364,0.101,0.00524,0.144,0.71,127.947,201707.0,4
Louis-Jean Cormier,Si tu reviens,0.485,0.406,-9.541,0.0369,0.694,0.0,0.0739,0.54,74.547,204013.0,1
The Lumineers,Sick In The Head,0.607,0.369,-11.741,0.0307,0.783,0.0767,0.213,0.397,124.1,151467.0,1
The Beatles,Sie liebt dich - Remastered 2009,0.3,0.743,-10.005,0.0393,0.144,0.0,0.385,0.952,154.18,139400.0,4
Sufjan Stevens,Silent Night,0.386,0.382,-13.799,0.0312,0.904,0.0156,0.108,0.287,97.331,146173.0,1
Miike Snow,Silvia,0.508,0.799,-5.356,0.0478,0.0147,0.000451,0.102,0.318,119.998,385667.0,6
Miike Snow,Silvia,0.508,0.792,-5.461,0.0407,0.00929,0.00111,0.0958,0.279,119.975,385653.0,6
Miike Snow,Silvia - Roboberget Remix,0.693,0.881,-4.388,0.0614,0.0161,0.0225,0.312,0.0377,125.013,479720.0,6
SIMON I,Singing About Singing,0.509,0.801,-6.459,0.0365,0.0716,5.55e-06,0.369,0.616,111.934,226437.0,6
The Breeders,Sinister Foxx,0.503,0.221,-13.863,0.047,0.499,0.00497,0.114,0.212,63.626,255893.0,1
The Black Keys,Sinister Kid,0.761,0.828,-7.259,0.0721,0.133,0.0858,0.348,0.935,139.616,224480.0,4
Sufjan Stevens,Sister,0.41,0.348,-9.7,0.0261,0.121,0.245,0.138,0.248,101.656,360840.0,1
The Rolling Stones,Sister Morphine - 2009 Mix,0.395,0.579,-7.565,0.0341,0.0943,0.0925,0.176,0.218,90.443,331627.0,6
Perfume Genius,Sister Song,0.429,0.103,-18.283,0.0582,0.926,0.0,0.115,0.156,72.464,146213.0,7
Jack Johnson,"Sitting, Waiting, Wishing",0.765,0.535,-7.229,0.0265,0.22,2.55e-05,0.104,0.548,105.019,183720.0,6
Jack Johnson,Situations,0.885,0.329,-14.663,0.238,0.86,0.18,0.11,0.902,93.51,77213.0,0
Sufjan Stevens,Size Too Small,0.595,0.186,-17.101,0.0337,0.928,0.405,0.124,0.378,160.052,184867.0,7
WhoMadeWho,Skinny Dipping,0.633,0.868,-5.197,0.0274,0.00567,0.182,0.215,0.738,124.987,329760.0,4
Bon Iver,Skinny Love,0.593,0.263,-14.029,0.0567,0.844,5.36e-06,0.127,0.109,76.379,238520.0,1
Mild High Club,Skiptracing,0.721,0.678,-9.203,0.0245,0.0704,9.4e-05,0.401,0.815,109.409,219646.0,4
Mild High Club,Skiptracing (Reprise),0.304,0.202,-21.85,0.0366,0.24,0.211,0.306,0.277,114.091,33013.0,7
Beach Fossils,Sleep Apnea,0.552,0.686,-10.63,0.0268,0.139,0.861,0.138,0.495,79.983,146293.0,5
The Lumineers,Sleep On The Floor,0.39,0.431,-8.045,0.0344,0.249,0.0,0.13,0.275,141.993,211840.0,2
Patrick Watson,Sleeping Beauty,0.179,0.518,-12.078,0.0427,0.737,0.167,0.0966,0.124,167.013,333773.0,2
Patrick Watson,Sleeping Beauty,0.178,0.517,-12.123,0.0396,0.752,0.18,0.0829,0.13,166.979,333773.0,2
Sufjan Stevens,The Sleigh in the Moon,0.271,0.178,-17.231,0.0371,0.928,0.148,0.103,0.0717,88.69,104173.0,7
Sufjan Stevens,Sleigh Ride,0.692,0.506,-11.308,0.0332,0.396,3.5e-05,0.134,0.702,100.061,147707.0,0
Fly Golden Eagle,The Slider,0.324,0.709,-9.802,0.0389,0.0237,0.00743,0.326,0.652,182.166,206453.0,2
Patrick Watson,Slip Into Your Skin,0.33,0.177,-13.625,0.0289,0.855,0.00941,0.0981,0.0954,102.109,217560.0,1
Patrick Watson,Slip Into Your Skin,0.345,0.175,-13.651,0.0282,0.857,0.0144,0.0966,0.0902,102.261,217560.0,1
The National,Slipped,0.473,0.423,-10.165,0.0346,0.779,0.00393,0.0952,0.157,115.944,265067.0,1
Mac DeMarco,Sloopy Lau Lau,0.707,0.351,-10.95,0.0361,0.715,0.893,0.0848,0.958,95.105,165726.0,5
The Strokes,Slow Animals,0.664,0.646,-7.934,0.0284,0.0658,0.28,0.0954,0.5,131.993,260693.0,6
The Beatles,Slow Down - Remastered 2009,0.494,0.799,-7.327,0.0628,0.707,4.64e-06,0.314,0.839,168.618,176853.0,4
The Lumineers,Slow It Down,0.432,0.0657,-14.451,0.0377,0.925,0.0,0.0974,0.0992,142.381,306987.0,1
WhoMadeWho,Small Town City,0.801,0.591,-9.821,0.0675,0.068,0.808,0.587,0.692,106.014,212413.0,5
WhoMadeWho,Small Wonders,0.699,0.601,-9.805,0.0276,0.347,0.0284,0.135,0.64,115.057,217147.0,4
WhoMadeWho,Small Wonders (Green Version),0.539,0.316,-11.396,0.0353,0.822,0.0679,0.106,0.0684,110.018,166400.0,1
Nirvana,Smells Like Teen Spirit,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920.0,4
The Killers,Smile Like You Mean It,0.362,0.979,-2.581,0.161,0.000378,0.0151,0.231,0.383,125.087,234107.0,2
Leon Bridges,Smooth Sailin',0.641,0.721,-6.788,0.0451,0.413,7.15e-06,0.246,0.753,67.055,183333.0,6
Arctic Monkeys,Snap Out Of It,0.728,0.638,-6.455,0.0336,0.249,0.0,0.116,0.872,130.014,193030.0,4
Arctic Monkeys,Snap Out Of It,0.728,0.638,-6.455,0.0336,0.249,0.0,0.116,0.872,130.014,193030.0,4
John Williams,Snoke,0.0753,0.00822,-38.384,0.0416,0.896,0.948,0.117,0.0333,81.373,123013.0,7
Bahamas,Snow Plow,0.528,0.259,-10.08,0.0311,0.616,0.122,0.137,0.194,99.43,181360.0,1
Chet Baker,Snowbound - Live Remastered,0.457,0.537,-9.126,0.0408,0.887,0.184,0.665,0.412,124.514,1130653.0,5
Portugal. The Man,So American,0.544,0.758,-5.854,0.0319,0.0928,0.000232,0.113,0.537,141.804,215933.0,4
Blueboy,So Catch Him (Reprise),0.539,0.162,-12.85,0.0504,0.836,0.871,0.0867,0.326,121.794,138387.0,7
Unknown Mortal Orchestra,So Good at Being in Trouble,0.829,0.435,-10.136,0.0515,0.0363,0.878,0.119,0.594,103.816,230147.0,5
Unknown Mortal Orchestra,So Good At Being In Trouble - Acoustic Version,0.69,0.0828,-16.799,0.0446,0.834,0.000185,0.108,0.27,105.785,210573.0,1
Ghost Loft,So High,0.414,0.426,-12.223,0.0351,0.251,0.877,0.0995,0.0394,158.044,187993.0,5
Doja Cat,So High,0.621,0.585,-5.632,0.0457,0.12,1.91e-06,0.05,0.668,132.004,199747.0,4
Plants and Animals,So Many Nights,0.523,0.335,-10.801,0.0326,0.477,0.0574,0.145,0.319,81.544,225683.0,1
Estelle,So Much Out the Way,0.72,0.808,-1.13,0.181,0.226,0.0,0.142,0.515,93.993,244787.0,0
Micall Parknsun,So What,0.508,0.535,-7.483,0.319,0.00631,0.0,0.122,0.419,91.011,230347.0,0
Dreambeaches,Soak,0.554,0.914,-5.182,0.113,0.0108,8.26e-05,0.605,0.482,123.356,279701.0,3
Childish Gambino,Sober,0.699,0.601,-6.48,0.0304,0.0972,1.17e-05,0.562,0.434,98.04,252013.0,3
Ariane Moffatt,Soleil chaleur - Soleil + chaleur + toi + moi,0.676,0.515,-9.826,0.0335,0.0344,0.606,0.112,0.345,110.022,216067.0,5
Tame Impala,Solitude Is Bliss,0.591,0.847,-4.963,0.0642,0.00971,0.000124,0.176,0.64,104.004,235840.0,6
Grupo Fantasma,Solo un Sueño,0.422,0.942,-5.289,0.057,0.143,0.0116,0.134,0.797,126.821,242908.0,4
The Strokes,Soma,0.499,0.706,-7.335,0.0302,0.0747,0.00289,0.0753,0.483,148.928,153840.0,2
The Strokes,Soma,0.501,0.715,-7.382,0.0301,0.0774,0.00603,0.0653,0.502,148.971,153809.0,2
The Rolling Stones,Some Girls - Remastered,0.474,0.938,-2.643,0.0898,0.527,0.52,0.299,0.505,71.995,276933.0,5
Amy Winehouse,Some Unholy War,0.475,0.745,-4.928,0.189,0.0746,7e-05,0.122,0.435,176.143,141267.0,2
Metronomy,Some Written,0.699,0.378,-12.083,0.0484,0.658,0.915,0.263,0.715,152.006,363333.0,5
Gotye,Somebody That I Used To Know,0.864,0.495,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062,244973.0,0
The Killers,Somebody Told Me,0.509,0.987,-3.198,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,197160.0,4
The Strokes,Someday,0.542,0.531,-7.481,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,183391.0,6
The Strokes,Someday,0.539,0.521,-7.46,0.0299,0.00425,0.0,0.367,0.679,106.035,183440.0,6
Michael Jackson,Someone in the Dark,0.222,0.273,-11.615,0.0323,0.761,1.19e-05,0.14,0.107,145.661,288600.0,1
Hozier,Someone New,0.446,0.533,-5.955,0.046,0.427,3.26e-06,0.332,0.58,183.81,222813.0,2
Hozier,Someone New - Live From Spotify London,0.465,0.407,-8.056,0.343,0.846,0.0,0.607,0.488,178.066,231453.0,3
Hozier,Someone New - Live in America - Spring/Summer 2015,0.431,0.801,-5.227,0.0415,0.724,2.53e-06,0.685,0.399,95.475,260440.0,3
The Beatles,Something - Anthology 3 Version,0.444,0.204,-12.049,0.0286,0.977,0.00163,0.0964,0.169,140.289,198960.0,1
The Beatles,Something - Remastered 2009,0.392,0.334,-11.074,0.0292,0.206,1.77e-06,0.111,0.42,133.606,183800.0,1
The Beatles,Something - Remastered 2009,0.396,0.338,-10.872,0.0304,0.198,2.62e-06,0.138,0.377,133.522,182293.0,1
The Beatles,Something - Remastered 2015,0.449,0.375,-9.329,0.0286,0.302,2.41e-06,0.144,0.466,133.845,181413.0,1
Daft Punk,Something About Us,0.875,0.475,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,232667.0,5
Daft Punk,Something About Us,0.875,0.475,-12.673,0.0986,0.44,0.72,0.046,0.384,99.958,232667.0,5
Pulp,Something Changed,0.546,0.733,-6.551,0.0308,0.0198,0.00614,0.257,0.487,120.564,198800.0,6
alt-J,Something Good,0.682,0.581,-10.339,0.0295,0.714,0.323,0.0802,0.539,108.98,217320.0,1
Nirvana,Something In The Way,0.427,0.201,-13.044,0.0317,0.745,0.263,0.109,0.0668,105.218,232147.0,1
The Beatles,Something / Blue Jay Way,0.332,0.402,-10.795,0.0308,0.169,6.98e-05,0.385,0.112,133.848,209701.0,2
Paul McCartney,Sometimes I'd Borrow...Those Still Exist - Anthology 1 Version,0.581,0.211,-23.216,0.518,0.993,1.37e-05,0.276,0.954,117.022,17947.0,0
Kafka Tamura,Somewhere Else,0.669,0.494,-9.039,0.0566,0.784,2.61e-05,0.0807,0.164,100.927,200589.0,1
Kafka Tamura,Somewhere Else - Reprise,0.593,0.281,-15.021,0.0448,0.974,0.0127,0.111,0.153,81.832,119302.0,1
Jake Shimabukuro,Somewhere Over the Rainbow,0.407,0.277,-14.616,0.0609,0.982,0.62,0.0879,0.0783,82.114,254973.0,7
Stromae,sommeil,0.645,0.621,-7.488,0.166,0.0827,7.77e-06,0.28,0.421,126.581,218653.0,0
The La's,Son of a Gun,0.667,0.725,-6.652,0.0294,0.0801,0.000774,0.191,0.91,146.526,117053.0,4
Dusty Springfield,Son Of A Preacher Man,0.38,0.45,-12.269,0.103,0.463,0.0,0.0742,0.825,181.44,146507.0,2
The Breeders,Son of Three,0.569,0.89,-7.47,0.0298,0.0111,0.663,0.154,0.829,132.742,129293.0,4
Fly Golden Eagle,Song For Aphrodite,0.241,0.655,-7.067,0.0348,0.0838,0.91,0.36,0.517,158.307,255773.0,5
Miike Snow,Song For No One,0.709,0.791,-6.514,0.0365,0.0114,0.0506,0.182,0.608,113.987,248747.0,6
Miike Snow,Song For No One,0.463,0.815,-6.557,0.0408,0.0119,0.0859,0.198,0.616,111.45,248747.0,6
Hippo Campus,Sophie So,0.598,0.717,-7.023,0.0349,0.0126,6.65e-06,0.237,0.425,127.958,205045.0,6
LMFAO,Sorry For Party Rocking,0.6,0.877,-4.351,0.165,0.00213,0.0,0.413,0.55,133.998,203973.0,4
Pulp,Sorted For E's & Wizz,0.513,0.836,-7.76,0.0674,0.255,4.5e-06,0.375,0.485,93.746,227733.0,6
Hippo Campus,Souls,0.461,0.503,-6.46,0.0749,0.0216,0.000211,0.0741,0.572,75.296,244162.0,6
Alabama Shakes,Sound & Color,0.547,0.43,-7.393,0.0667,0.848,0.613,0.0825,0.175,114.729,182467.0,1
Ariane Moffatt,Sourire sincère,0.264,0.761,-9.756,0.0535,0.276,0.131,0.334,0.0455,134.824,306613.0,2
Mara Tremblay,Sous les projectiles,0.51,0.638,-11.532,0.0448,0.165,0.57,0.126,0.64,165.926,202640.0,5
Bahamas,Southern Drawl,0.641,0.741,-7.136,0.0387,0.59,0.676,0.119,0.567,119.789,167520.0,5
Timber Timbre,Souvenirs,0.0629,0.209,-16.442,0.0509,0.939,0.964,0.15,0.0251,60.279,213653.0,7
WhoMadeWho,Space For Rent,0.781,0.681,-8.202,0.0347,0.0825,0.606,0.157,0.369,117.991,305280.0,5
